Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status
XE86547,Oregon,5143.65,No,Basic,College,1/10/2011,Employed,M,58443,Suburban,Married
QS83113,Oregon,5032.39,No,Basic,Bachelor,1/10/2011,Employed,M,30735,Suburban,Married
PH97342,Arizona,26197.41,Yes,Basic,High School or Below,1/15/2011,Disabled,F,18495,Suburban,Married
VQ47100,Washington,4894.99,No,Basic,High School or Below,1/28/2011,Employed,F,67436,Suburban,Married
BE17305,Nevada,3193.46,No,Extended,Master,2/4/2011,Employed,M,52653,Urban,Single
KZ11847,California,5096.67,Yes,Basic,Master,1/28/2011,Disabled,F,22886,Suburban,Divorced
EX73249,Arizona,7706.96,No,Basic,College,2/12/2011,Unemployed,F,0,Suburban,Single
JS19054,Oregon,3339.3,No,Extended,Bachelor,1/9/2011,Employed,F,38821,Suburban,Single
YH94097,Washington,9575.36,No,Extended,College,2/5/2011,Unemployed,M,0,Suburban,Married
UQ19505,Oregon,3557.2,No,Extended,College,1/4/2011,Employed,F,39075,Rural,Married
YI95574,Arizona,3587.36,No,Extended,High School or Below,2/18/2011,Disabled,M,16049,Suburban,Married
JQ84105,Oregon,2360.6,No,Basic,High School or Below,1/21/2011,Unemployed,F,0,Suburban,Single
NU61528,Washington,3023.89,No,Extended,Doctor,1/17/2011,Disabled,M,28383,Urban,Single
FQ20031,Oregon,10926.69,No,Premium,High School or Below,1/9/2011,Employed,M,29418,Suburban,Married
XX32359,California,5325.72,Yes,Basic,High School or Below,2/21/2011,Unemployed,M,0,Suburban,Married
BP69529,Arizona,9915.9,No,Extended,Bachelor,1/23/2011,Employed,M,30604,Suburban,Divorced
LI60972,Arizona,5017.61,No,Basic,College,2/23/2011,Employed,F,91804,Suburban,Married
HQ60388,Oregon,8625.84,No,Basic,High School or Below,1/21/2011,Employed,F,50446,Suburban,Married
KE66309,California,8432.52,No,Basic,College,2/22/2011,Employed,M,87728,Urban,Divorced
YT56442,California,2642.93,No,Basic,College,1/20/2011,Employed,M,58729,Rural,Married
VH51235,Arizona,3097.92,No,Extended,Bachelor,2/14/2011,Unemployed,F,0,Suburban,Single
SF18484,Oregon,19837.31,No,Basic,Master,2/24/2011,Unemployed,F,0,Suburban,Married
HW99293,Arizona,2869.74,No,Basic,Bachelor,1/21/2011,Employed,M,21234,Suburban,Married
QR57598,Oregon,4927.07,No,Basic,Bachelor,2/17/2011,Unemployed,M,0,Suburban,Single
FY27460,California,4285.58,No,Basic,College,1/8/2011,Employed,M,47823,Suburban,Married
YQ75801,Arizona,8874.55,No,Basic,High School or Below,1/26/2011,Employed,F,84731,Rural,Married
LP48634,California,2578.84,No,Basic,High School or Below,2/26/2011,Employed,F,59974,Rural,Divorced
EI32190,Arizona,6921,No,Extended,Doctor,1/6/2011,Employed,M,67534,Rural,Married
WS68402,Oregon,2349.96,No,Basic,Bachelor,2/11/2011,Unemployed,M,0,Suburban,Single
ND43316,Oregon,4027.7,No,Basic,High School or Below,2/10/2011,Employed,M,27782,Suburban,Married
HW94513,Nevada,8481.31,No,Basic,High School or Below,1/2/2011,Employed,M,67197,Urban,Divorced
ZS72533,Oregon,5191.45,No,Basic,High School or Below,2/9/2011,Employed,M,86451,Rural,Single
RZ97154,Arizona,3572.49,No,Extended,Bachelor,1/26/2011,Employed,M,56768,Suburban,Divorced
LK73198,Washington,4869.24,No,Basic,High School or Below,1/29/2011,Employed,F,55593,Rural,Married
RS29507,Arizona,10395.71,No,Extended,Bachelor,2/10/2011,Unemployed,F,0,Urban,Married
XJ39660,Oregon,5297.92,No,Basic,Bachelor,2/9/2011,Employed,F,66203,Rural,Married
PK47936,Washington,8750.71,No,Premium,High School or Below,1/5/2011,Employed,F,25806,Suburban,Married
EU95973,California,14941.9,No,Basic,Bachelor,2/5/2011,Disabled,F,22978,Suburban,Married
OU40102,Oregon,6503.4,Yes,Extended,High School or Below,2/19/2011,Disabled,F,22081,Suburban,Married
RC67125,Arizona,10110.96,No,Extended,College,1/8/2011,Employed,F,96506,Urban,Married
NK53902,Oregon,6459.64,No,Extended,High School or Below,1/27/2011,Employed,M,23235,Suburban,Married
RH70599,Arizona,2769.25,No,Basic,Bachelor,2/8/2011,Employed,M,40506,Rural,Married
RR64429,California,6778.84,No,Extended,High School or Below,2/25/2011,Unemployed,M,0,Suburban,Single
IW99237,Oregon,4492.52,No,Basic,Bachelor,2/12/2011,Unemployed,M,0,Suburban,Single
PZ94965,California,5733.21,No,Basic,High School or Below,2/4/2011,Employed,F,79955,Rural,Married
PV77228,Arizona,3230.58,Yes,Extended,College,1/5/2011,Employed,M,62873,Urban,Divorced
EX63393,California,6314.49,No,Extended,Master,2/27/2011,Employed,F,66947,Suburban,Married
QV26574,Washington,6013.74,No,Extended,College,1/10/2011,Medical Leave,M,25646,Urban,Married
ZL29593,Arizona,2180.08,No,Basic,College,2/9/2011,Unemployed,F,0,Suburban,Single
TU67471,Washington,20096.89,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married
FD45309,Oregon,5568.95,Yes,Extended,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single
AH58807,Arizona,51426.25,No,Basic,College,1/9/2011,Employed,F,84650,Urban,Married
CX58204,Nevada,8079.83,No,Basic,High School or Below,2/2/2011,Disabled,F,13050,Suburban,Married
TE35954,Arizona,2674.73,Yes,Basic,College,2/15/2011,Employed,M,56342,Suburban,Single
XO70106,Oregon,12421.86,No,Basic,Bachelor,1/14/2011,Employed,M,58781,Urban,Divorced
OW20992,California,2311.12,No,Basic,High School or Below,1/18/2011,Unemployed,M,0,Suburban,Single
JV44724,Arizona,10255.8,No,Basic,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Single
PI96349,California,22103.51,Yes,Basic,College,1/30/2011,Unemployed,M,0,Suburban,Married
NA82031,Washington,2962.98,No,Basic,College,2/5/2011,Employed,F,71809,Rural,Divorced
YH86106,Arizona,5764.86,No,Basic,Bachelor,2/11/2011,Employed,M,40238,Suburban,Married
DI82448,California,4700.42,No,Basic,Bachelor,1/4/2011,Unemployed,M,0,Suburban,Single
HL97125,Nevada,4669.23,Yes,Premium,High School or Below,2/14/2011,Employed,F,76157,Suburban,Married
NB18234,Nevada,5384.02,No,Basic,College,2/11/2011,Employed,F,30514,Rural,Single
KH53118,California,7505.77,No,Basic,Bachelor,2/26/2011,Employed,F,44485,Rural,Married
UX94928,Arizona,10551.15,No,Basic,High School or Below,2/14/2011,Employed,M,50941,Suburban,Single
HO94329,Arizona,25900.2,No,Basic,College,1/14/2011,Employed,M,53105,Urban,Married
LW64678,California,51016.07,No,Premium,Master,2/19/2011,Employed,F,25167,Urban,Married
CE11308,Washington,3575.04,No,Extended,College,1/22/2011,Employed,M,30244,Urban,Married
DC46685,California,11638.9,Yes,Basic,College,1/26/2011,Medical Leave,F,25370,Suburban,Married
LM69036,Oregon,14050.17,No,Basic,Master,1/10/2011,Unemployed,M,0,Suburban,Married
MM83308,Arizona,2379.83,No,Basic,High School or Below,2/21/2011,Employed,M,69202,Suburban,Single
GL33494,Oregon,5460.37,No,Basic,Master,2/15/2011,Employed,F,31530,Suburban,Married
BH61054,California,6269.59,No,Extended,College,1/10/2011,Employed,F,61040,Suburban,Married
OJ77448,Arizona,8709.85,No,Basic,Bachelor,2/15/2011,Employed,F,85185,Rural,Married
IN10489,Nevada,5024.78,No,Basic,Master,2/16/2011,Employed,F,78772,Rural,Married
FY32647,California,12515.18,No,Basic,College,1/16/2011,Unemployed,M,0,Suburban,Single
YP17198,Oregon,22325.83,No,Basic,Master,1/5/2011,Employed,M,99241,Rural,Single
RB79317,Arizona,3059.06,No,Extended,Bachelor,1/30/2011,Unemployed,F,0,Rural,Married
IE49043,Nevada,6698.97,No,Basic,College,1/10/2011,Disabled,F,21114,Suburban,Single
ZL82075,Nevada,5479.56,Yes,Basic,Master,1/13/2011,Employed,M,56005,Suburban,Married
DV24592,Oregon,2472.47,Yes,Basic,College,1/20/2011,Employed,F,63860,Urban,Married
XF89906,Arizona,58207.13,No,Extended,High School or Below,1/13/2011,Disabled,M,29295,Suburban,Married
AD71478,Arizona,3430.32,No,Extended,High School or Below,2/10/2011,Employed,M,54339,Rural,Married
SE15781,California,2396.22,Yes,Basic,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Married
YG71375,Nevada,5964.35,No,Basic,College,1/28/2011,Employed,F,98078,Suburban,Married
KH95802,Arizona,2605.6,No,Basic,College,2/14/2011,Employed,M,20592,Urban,Single
FW16824,Oregon,4758.19,No,Basic,High School or Below,1/22/2011,Employed,M,72805,Suburban,Married
FK17363,Washington,5154.05,No,Extended,High School or Below,2/2/2011,Employed,F,55645,Suburban,Divorced
DK66277,California,2805.18,No,Basic,High School or Below,1/14/2011,Employed,M,98859,Suburban,Divorced
FX67699,Oregon,4250.28,Yes,Basic,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single
LC92080,Oregon,7247.74,No,Basic,College,1/1/2011,Employed,M,23541,Rural,Married
CQ57225,California,5008.79,No,Basic,Bachelor,1/16/2011,Unemployed,M,0,Suburban,Single
AM53473,Arizona,5821.79,No,Basic,Bachelor,2/13/2011,Employed,F,60087,Suburban,Single
TE50227,Arizona,18898.33,No,Extended,College,1/14/2011,Unemployed,M,0,Suburban,Single
IS45756,Arizona,4756.91,No,Extended,College,1/7/2011,Employed,F,48938,Suburban,Divorced
QA71190,California,8083.92,No,Premium,Bachelor,2/18/2011,Employed,F,31506,Suburban,Married
LD53393,California,7417.41,No,Basic,Bachelor,1/22/2011,Employed,M,67454,Suburban,Married
JO35068,Nevada,2538.63,Yes,Basic,Bachelor,2/17/2011,Retired,M,18608,Suburban,Divorced
EC71857,Washington,2432.96,No,Basic,Doctor,1/8/2011,Employed,F,28519,Rural,Married
LB19360,Nevada,4170.69,Yes,Basic,Master,1/17/2011,Employed,F,29462,Suburban,Single
RM70340,Oregon,2489.66,No,Basic,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Single
YL34043,Nevada,3758.95,No,Extended,Bachelor,1/7/2011,Employed,F,58300,Rural,Married
BQ88033,Oregon,42389.01,No,Extended,College,2/17/2011,Employed,M,82554,Rural,Married
SG46572,California,29830.39,No,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Divorced
LT94367,California,26134.91,No,Basic,College,1/16/2011,Unemployed,M,0,Suburban,Divorced
FV83989,Arizona,2453.57,Yes,Basic,Bachelor,2/9/2011,Medical Leave,M,29735,Suburban,Single
WO80705,Arizona,2855.93,No,Basic,Bachelor,2/14/2011,Employed,F,50738,Suburban,Divorced
CT51200,Oregon,5771.61,No,Basic,High School or Below,2/17/2011,Employed,F,65709,Rural,Divorced
IX65163,California,8098.51,No,Extended,College,1/21/2011,Unemployed,M,0,Suburban,Single
AP32891,Arizona,3432.96,No,Extended,High School or Below,1/26/2011,Unemployed,M,0,Suburban,Married
AY29281,Arizona,9408.34,No,Extended,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Single
UK18731,California,5595.97,No,Basic,Bachelor,1/27/2011,Retired,F,19651,Suburban,Married
JT32550,Washington,7260.83,No,Basic,High School or Below,1/30/2011,Unemployed,M,0,Suburban,Single
MT91823,Arizona,13438.04,No,Basic,College,1/21/2011,Employed,F,69693,Suburban,Married
FI11096,Arizona,7324.29,No,Basic,High School or Below,1/8/2011,Unemployed,F,0,Suburban,Single
QF13998,California,2357.8,No,Basic,College,2/11/2011,Unemployed,F,0,Urban,Married
BC35753,Arizona,2671.3,No,Basic,College,1/18/2011,Employed,F,45525,Suburban,Married
LX74249,Oregon,2938.81,No,Basic,Bachelor,2/28/2011,Employed,F,96765,Urban,Married
VX43756,Oregon,4911,No,Basic,College,1/27/2011,Employed,M,32903,Rural,Married
JZ61928,California,5498.94,Yes,Basic,College,2/5/2011,Medical Leave,M,22520,Suburban,Married
DT59560,California,4757.24,No,Premium,High School or Below,2/25/2011,Employed,F,67486,Urban,Married
CI99444,Nevada,2926.89,No,Basic,College,2/22/2011,Employed,F,92381,Urban,Married
JF25129,California,8509.85,Yes,Basic,Master,1/31/2011,Disabled,M,26057,Suburban,Divorced
YB57848,Oregon,9928.99,No,Extended,Doctor,1/2/2011,Employed,F,75716,Rural,Single
DJ27518,California,10089.79,No,Extended,High School or Below,1/1/2011,Employed,F,63657,Suburban,Single
DO95670,Arizona,5073.28,Yes,Extended,Doctor,1/30/2011,Employed,M,57709,Suburban,Married
WV53830,Oregon,16301.97,Yes,Extended,Master,2/17/2011,Retired,F,19614,Suburban,Married
LY30169,California,3360.27,No,Extended,High School or Below,1/23/2011,Employed,M,75216,Rural,Married
AH41449,Nevada,7907.13,No,Basic,College,2/14/2011,Employed,M,24666,Rural,Married
GV21882,Nevada,28328.47,No,Basic,High School or Below,1/19/2011,Medical Leave,F,20799,Urban,Single
FH14955,California,4467.71,No,Basic,College,1/21/2011,Unemployed,M,0,Suburban,Single
JA60749,Oregon,9035.67,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337,Suburban,Married
PB81005,Oregon,5364.47,No,Extended,Bachelor,2/10/2011,Employed,M,53562,Urban,Married
OY88200,Nevada,2706.61,No,Basic,College,1/5/2011,Medical Leave,F,22664,Suburban,Divorced
ZT72561,Arizona,6167.85,No,Premium,High School or Below,1/17/2011,Employed,M,27289,Suburban,Married
ZF95586,Arizona,2476.05,No,Basic,Master,1/12/2011,Employed,F,54831,Rural,Married
LV44800,California,3056.99,No,Extended,High School or Below,1/7/2011,Employed,F,78310,Suburban,Married
FC46260,California,5217.51,Yes,Basic,Bachelor,2/17/2011,Employed,F,39854,Urban,Divorced
HY68437,Oregon,6744.19,No,Extended,High School or Below,2/3/2011,Unemployed,M,0,Suburban,Married
XL50897,Arizona,15739.92,No,Extended,Master,2/22/2011,Employed,F,48096,Urban,Married
AR83514,Arizona,7153.67,No,Extended,High School or Below,1/7/2011,Employed,F,59522,Suburban,Married
NA43540,Washington,8263.48,No,Extended,High School or Below,2/11/2011,Unemployed,M,0,Rural,Married
JP22499,California,3142.74,No,Extended,Bachelor,1/10/2011,Employed,M,43285,Urban,Single
KW84736,California,2691.6,No,Basic,College,1/8/2011,Employed,M,33104,Suburban,Married
EU21305,Arizona,2500.84,No,Basic,College,2/4/2011,Employed,M,56172,Suburban,Divorced
YT96284,Oregon,3728.87,No,Extended,Master,2/12/2011,Employed,M,83632,Rural,Married
RH96816,Arizona,2937.17,No,Extended,Bachelor,2/2/2011,Unemployed,F,0,Suburban,Divorced
JB20173,California,10391.78,No,Extended,Bachelor,2/4/2011,Employed,M,81439,Rural,Single
RR73059,California,2994.35,No,Basic,College,1/29/2011,Employed,F,55911,Urban,Married
CH38655,Oregon,14203.62,No,Basic,Bachelor,1/16/2011,Employed,M,90456,Rural,Married
IG12691,Arizona,4490.55,No,Basic,Bachelor,1/19/2011,Unemployed,F,0,Urban,Single
NZ60700,Washington,10963.96,Yes,Premium,High School or Below,2/8/2011,Employed,M,55687,Suburban,Divorced
JL21509,California,3508.57,Yes,Extended,College,1/5/2011,Medical Leave,M,20978,Suburban,Married
GR76453,Oregon,4942.87,No,Basic,High School or Below,1/23/2011,Employed,M,82093,Urban,Divorced
US63915,Arizona,6218.66,No,Premium,High School or Below,2/4/2011,Employed,M,51944,Suburban,Married
VY30333,Nevada,6156.36,No,Extended,College,1/8/2011,Employed,M,78824,Urban,Divorced
AC42963,California,21423.64,Yes,Basic,Bachelor,1/3/2011,Unemployed,M,0,Suburban,Married
AT89553,California,5926.73,Yes,Extended,College,1/25/2011,Retired,M,23091,Suburban,Married
DN76322,Oregon,10295.47,No,Extended,College,2/17/2011,Employed,F,24723,Suburban,Married
EZ48093,Arizona,2710.81,No,Basic,Bachelor,2/9/2011,Employed,M,31998,Suburban,Married
DA34555,California,3363,No,Extended,College,2/20/2011,Employed,F,80138,Urban,Married
RK63095,California,3122.98,No,Extended,College,1/1/2011,Employed,M,72916,Suburban,Single
OG69038,Washington,6220.77,No,Basic,High School or Below,2/5/2011,Unemployed,F,0,Suburban,Single
SO98684,California,3455.17,No,Extended,High School or Below,2/21/2011,Unemployed,F,0,Suburban,Single
BZ85306,California,11855.14,No,Premium,Bachelor,2/17/2011,Unemployed,F,0,Suburban,Single
EV14479,California,7163.8,No,Extended,Bachelor,2/3/2011,Employed,M,44527,Urban,Married
YD71702,Oregon,3157.55,No,Extended,Bachelor,2/2/2011,Employed,M,46655,Urban,Single
UC69263,California,8336.08,No,Basic,Bachelor,2/16/2011,Unemployed,M,0,Suburban,Single
DH25145,Arizona,5809.26,No,Basic,High School or Below,1/30/2011,Employed,F,26975,Suburban,Married
KU94282,Oregon,10016.29,No,Basic,Master,1/16/2011,Employed,F,62900,Rural,Married
UT18598,California,4914.73,No,Basic,Bachelor,2/24/2011,Disabled,F,14232,Suburban,Married
DA40009,Washington,2750.54,No,Basic,Bachelor,2/8/2011,Employed,F,34200,Rural,Divorced
HU87011,California,5677.31,No,Extended,Bachelor,1/9/2011,Unemployed,F,0,Suburban,Married
EK40672,California,2393.12,No,Basic,College,1/25/2011,Medical Leave,M,22981,Rural,Single
ZH92587,Oregon,8126.77,No,Basic,College,2/22/2011,Disabled,F,14616,Suburban,Married
EJ95100,California,2774.8,No,Basic,Master,1/20/2011,Unemployed,F,0,Suburban,Divorced
WS56675,Oregon,4300.9,No,Premium,High School or Below,1/6/2011,Employed,F,88590,Rural,Married
UF28233,Washington,5221.14,No,Basic,High School or Below,2/3/2011,Employed,F,60445,Urban,Married
HQ76003,Nevada,12383.53,No,Basic,High School or Below,1/4/2011,Employed,F,40602,Urban,Single
SS90882,Oregon,7680.75,No,Basic,College,1/6/2011,Employed,F,66795,Urban,Married
ZN71189,Oregon,4014.45,Yes,Extended,Doctor,1/8/2011,Employed,F,37384,Suburban,Married
VX85673,Arizona,4250.28,Yes,Basic,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single
NP19156,Arizona,4624.56,No,Basic,Master,1/1/2011,Employed,F,28264,Urban,Divorced
ZV43428,Arizona,27789.69,Yes,Extended,Bachelor,1/20/2011,Employed,F,33806,Urban,Divorced
NK53911,California,7345.9,No,Extended,High School or Below,1/29/2011,Employed,M,79980,Suburban,Married
BG73480,Oregon,5323.87,No,Extended,High School or Below,1/5/2011,Employed,F,64706,Rural,Single
VY58444,Nevada,4426.1,No,Basic,College,1/19/2011,Employed,F,29660,Urban,Married
SJ15498,Oregon,6852.36,No,Extended,Bachelor,2/21/2011,Employed,F,26313,Suburban,Single
ZB71094,Oregon,3534.34,No,Extended,Bachelor,1/25/2011,Medical Leave,M,19861,Suburban,Married
UI99818,Oregon,4349.31,Yes,Basic,College,2/10/2011,Employed,F,75648,Rural,Married
WS24655,Oregon,29676.81,No,Premium,College,2/10/2011,Employed,F,33992,Suburban,Single
LZ98947,Nevada,24238.66,No,Basic,Bachelor,1/31/2011,Unemployed,F,0,Suburban,Single
IC94523,California,11638.9,Yes,Basic,College,1/26/2011,Medical Leave,F,25370,Suburban,Married
TK59338,Arizona,13559.39,No,Basic,College,1/3/2011,Employed,M,98036,Suburban,Married
BV36386,California,4282.95,Yes,Basic,College,2/26/2011,Employed,F,40864,Rural,Married
QT63794,California,9144.86,No,Basic,Bachelor,1/19/2011,Employed,F,21150,Suburban,Married
LF36128,California,7434.27,No,Basic,College,2/3/2011,Employed,F,49057,Rural,Single
JK53304,California,6159.01,No,Extended,High School or Below,1/14/2011,Employed,F,97658,Suburban,Married
HU76577,California,3883.4,No,Basic,Bachelor,1/27/2011,Unemployed,M,0,Suburban,Married
JG81480,Oregon,10622.52,No,Basic,Bachelor,1/12/2011,Employed,F,25634,Rural,Married
CC88237,California,5257.24,No,Basic,High School or Below,1/24/2011,Employed,M,56154,Suburban,Single
OV64984,Arizona,4881.39,No,Basic,Bachelor,2/9/2011,Employed,M,90892,Rural,Married
VG45203,Nevada,13197.93,Yes,Basic,College,1/27/2011,Unemployed,F,0,Suburban,Single
YQ42353,Oregon,5334.18,No,Basic,Doctor,2/2/2011,Employed,M,72960,Rural,Single
AP46166,California,4965.49,No,Basic,High School or Below,1/6/2011,Unemployed,F,0,Suburban,Single
UI36374,Oregon,5470.06,Yes,Extended,Bachelor,2/17/2011,Employed,F,54507,Suburban,Married
ZR76229,Arizona,3713.79,No,Extended,College,1/4/2011,Employed,F,81190,Urban,Married
ZD65365,Oregon,2894.58,No,Basic,College,2/13/2011,Employed,F,28204,Suburban,Married
XI84293,Oregon,1940.98,No,Basic,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Single
MT97446,California,2647.2,No,Basic,Master,2/13/2011,Employed,F,26441,Urban,Married
GM48223,Oregon,5461.97,No,Basic,Bachelor,2/6/2011,Employed,F,42650,Rural,Married
YQ42614,Washington,2661.82,No,Basic,High School or Below,2/23/2011,Employed,M,29195,Suburban,Divorced
ZK56389,Arizona,2397.04,Yes,Basic,High School or Below,1/29/2011,Retired,F,22283,Suburban,Divorced
MK19833,Arizona,4567.87,No,Basic,College,2/7/2011,Disabled,M,15383,Suburban,Married
TO12347,California,5534.57,No,Basic,Bachelor,2/5/2011,Disabled,M,16101,Suburban,Divorced
KE63160,Oregon,6057.07,Yes,Extended,Bachelor,2/14/2011,Retired,M,27681,Suburban,Married
SR49919,Arizona,10656.88,Yes,Extended,Bachelor,2/27/2011,Employed,F,72540,Suburban,Married
CI38171,Washington,13798.48,No,Basic,Bachelor,1/28/2011,Employed,F,42780,Suburban,Single
VK42108,Washington,18060.48,No,Basic,Bachelor,1/17/2011,Employed,F,57882,Suburban,Single
NB86692,Nevada,2690.48,No,Basic,College,1/2/2011,Employed,F,60060,Urban,Married
YN15967,California,7409.08,No,Extended,College,1/11/2011,Employed,M,61160,Urban,Single
KU56071,Oregon,4991.54,No,Basic,College,2/20/2011,Employed,F,93416,Urban,Married
LN47910,Arizona,4434.03,No,Premium,College,1/3/2011,Employed,F,83220,Suburban,Married
CY80935,Oregon,14748.92,No,Extended,High School or Below,2/11/2011,Employed,M,31226,Suburban,Married
SA84892,California,4916.37,No,Extended,High School or Below,1/7/2011,Employed,F,66982,Suburban,Married
LY93301,Oregon,12495.74,No,Basic,Bachelor,2/3/2011,Unemployed,M,0,Suburban,Single
FG63647,Nevada,12877.78,No,Premium,Bachelor,1/25/2011,Unemployed,M,0,Suburban,Married
VX79712,Washington,6775.92,No,Extended,Doctor,2/20/2011,Employed,M,27354,Suburban,Married
UH59257,Washington,7540.91,No,Extended,Doctor,2/14/2011,Employed,M,61726,Suburban,Married
ME84824,Arizona,5989.77,Yes,Premium,College,1/19/2011,Employed,M,66839,Suburban,Single
ZR68364,California,9171,No,Extended,College,2/10/2011,Employed,M,60433,Suburban,Married
WQ25142,California,21528.57,No,Extended,Bachelor,2/18/2011,Disabled,M,11538,Suburban,Married
OW84481,Nevada,2675.57,No,Basic,High School or Below,2/16/2011,Employed,M,67837,Suburban,Married
FU77365,California,9246.22,No,Basic,Bachelor,2/14/2011,Employed,F,40032,Suburban,Married
MR46875,Washington,4860.58,No,Basic,Master,1/13/2011,Employed,M,41126,Urban,Divorced
PT46181,California,2471.15,No,Basic,College,1/26/2011,Employed,M,65176,Suburban,Married
LT41574,Oregon,2760.95,No,Basic,Bachelor,1/18/2011,Employed,F,34717,Suburban,Married
WX16395,California,4270.03,Yes,Extended,College,1/19/2011,Unemployed,M,0,Suburban,Married
HD82971,Arizona,3136.08,No,Extended,High School or Below,1/15/2011,Unemployed,F,0,Suburban,Single
ZC17276,California,7755.21,No,Premium,Master,1/15/2011,Unemployed,M,0,Suburban,Single
OR27665,Washington,4927.71,No,Basic,Bachelor,1/29/2011,Unemployed,F,0,Rural,Married
VO75043,Oregon,6661.74,No,Extended,Bachelor,1/7/2011,Unemployed,M,0,Suburban,Married
LZ78622,California,6529.91,No,Extended,High School or Below,1/9/2011,Employed,M,44379,Suburban,Married
PK24825,Oregon,3293.25,No,Extended,College,2/15/2011,Unemployed,F,0,Suburban,Single
HG93801,Arizona,5154.76,No,Extended,High School or Below,1/2/2011,Employed,M,82730,Urban,Married
PJ36749,Washington,5597.12,Yes,Extended,High School or Below,1/27/2011,Employed,F,37995,Suburban,Married
IJ33473,California,20766.67,No,Basic,Bachelor,1/13/2011,Unemployed,F,0,Suburban,Single
CH96412,Oregon,5423.14,No,Basic,Doctor,1/28/2011,Employed,F,85018,Rural,Married
PR74833,Oregon,5553.36,No,Extended,Bachelor,2/4/2011,Unemployed,M,0,Suburban,Single
ZS36394,California,5504.14,Yes,Basic,Bachelor,2/8/2011,Unemployed,F,0,Suburban,Married
DP50922,California,12663.99,No,Basic,High School or Below,2/5/2011,Employed,M,72109,Suburban,Married
VY23882,Arizona,5548.03,Yes,Basic,Bachelor,1/13/2011,Employed,M,67798,Suburban,Divorced
UH62357,Washington,4389.95,No,Basic,High School or Below,1/28/2011,Unemployed,F,0,Suburban,Divorced
BG74433,Oregon,2604.85,No,Basic,Bachelor,1/22/2011,Unemployed,F,0,Suburban,Single
TI19394,Oregon,2918.58,No,Basic,College,2/24/2011,Employed,M,80714,Suburban,Married
AQ91207,California,2487.65,No,Basic,High School or Below,2/11/2011,Employed,M,38667,Urban,Married
QL46987,Oregon,9082.83,No,Premium,Bachelor,1/8/2011,Employed,F,34430,Rural,Divorced
BS34332,Oregon,5557.93,No,Basic,High School or Below,1/30/2011,Employed,F,83576,Suburban,Married
IJ26642,Nevada,5107.16,Yes,Basic,Bachelor,1/26/2011,Employed,F,35625,Urban,Married
XS36281,Washington,5570.22,No,Extended,College,1/29/2011,Employed,F,85718,Urban,Single
SR47878,California,5595.39,Yes,Basic,High School or Below,2/5/2011,Employed,F,74454,Suburban,Single
HG53255,Nevada,11243.9,No,Extended,College,2/25/2011,Employed,M,66146,Urban,Single
QV65644,Oregon,6113.87,No,Extended,High School or Below,2/4/2011,Unemployed,M,0,Suburban,Single
ZW76597,California,5271.37,No,Basic,Bachelor,2/14/2011,Retired,F,13215,Suburban,Married
SM80235,Oregon,2746.92,No,Basic,High School or Below,1/29/2011,Employed,M,62302,Suburban,Single
FE24232,Nevada,4729.97,No,Extended,High School or Below,1/17/2011,Unemployed,F,0,Suburban,Married
BY78730,Oregon,8879.79,Yes,Basic,High School or Below,2/3/2011,Employed,F,52583,Urban,Single
CR40615,Arizona,3106.48,No,Extended,Bachelor,1/2/2011,Disabled,M,22076,Suburban,Single
WL24392,Arizona,5860.17,No,Basic,Bachelor,2/1/2011,Employed,M,94527,Rural,Married
MZ81826,Arizona,9035.67,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337,Suburban,Married
EO99750,Nevada,7256.58,No,Premium,Master,2/25/2011,Employed,F,29053,Rural,Married
HF82396,Oregon,14428.87,No,Basic,High School or Below,1/17/2011,Unemployed,F,0,Suburban,Single
DH68319,Oregon,2787.5,No,Basic,College,1/1/2011,Employed,F,62506,Suburban,Married
EG12987,California,4845,No,Basic,Bachelor,2/11/2011,Unemployed,F,0,Rural,Married
ZU71467,Arizona,5460.32,No,Basic,Bachelor,1/10/2011,Employed,M,45404,Urban,Married
AD95939,California,26511.6,No,Extended,Bachelor,1/17/2011,Employed,M,28773,Suburban,Single
TB71474,Nevada,3141.33,No,Extended,College,1/18/2011,Employed,F,24019,Rural,Married
WN76039,Nevada,2545.06,No,Basic,Bachelor,1/16/2011,Unemployed,F,0,Suburban,Single
HI16472,Arizona,8355.96,No,Basic,College,2/15/2011,Employed,F,23666,Suburban,Married
VG43444,Oregon,3837.49,No,Extended,Bachelor,2/1/2011,Employed,M,36794,Suburban,Single
QI11566,Oregon,2534.99,No,Basic,Bachelor,2/28/2011,Disabled,F,25163,Suburban,Married
