Customer,State,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
HS89788,Arizona,107,2,93,0,4,Personal Auto,Personal L1,Offer2,Branch,1166.75,Sports Car,Medsize
SG82836,Oregon,81,10,39,0,7,Personal Auto,Personal L2,Offer1,Branch,421.82,Two-Door Car,Small
VM50666,California,65,12,46,0,2,Special Auto,Special L3,Offer1,Branch,312,Four-Door Car,Large
MD70513,Washington,107,16,90,0,2,Personal Auto,Personal L2,Offer1,Branch,725.34,SUV,Medsize
YX96463,Oregon,74,26,42,0,9,Corporate Auto,Corporate L2,Offer2,Call Center,355.2,Four-Door Car,Small
LH38387,Nevada,95,18,39,0,2,Personal Auto,Personal L3,Offer4,Branch,76.73,Two-Door Car,Medsize
BY59578,California,88,16,95,0,1,Personal Auto,Personal L3,Offer1,Agent,569.12,Four-Door Car,Medsize
RN12107,Oregon,254,23,55,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,1828.8,Luxury Car,Medsize
MZ84108,Arizona,130,18,26,0,4,Personal Auto,Personal L3,Offer1,Branch,494.66,Sports Car,Medsize
JG68387,Nevada,101,7,35,0,3,Corporate Auto,Corporate L3,Offer1,Agent,484.8,SUV,Large
AQ94108,Oregon,71,33,50,0,2,Corporate Auto,Corporate L3,Offer1,Branch,84.72,Four-Door Car,Medsize
NE85389,Oregon,74,12,72,1,2,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Medsize
JQ35849,California,68,11,84,0,5,Personal Auto,Personal L3,Offer4,Agent,326.4,Four-Door Car,Medsize
QU93024,California,128,15,37,0,2,Personal Auto,Personal L2,Offer1,Agent,1345.32,SUV,Medsize
EQ90867,Oregon,68,13,99,0,3,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Four-Door Car,Small
PG67485,Nevada,119,9,8,0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize
OX62244,California,64,17,84,0,9,Personal Auto,Personal L1,Offer1,Branch,307.2,Four-Door Car,Medsize
MW98508,Oregon,73,32,1,2,1,Special Auto,Special L3,Offer2,Web,22.57,Four-Door Car,Medsize
MM50888,Arizona,78,6,32,2,1,Personal Auto,Personal L3,Offer2,Web,263.59,Two-Door Car,Medsize
QZ19741,Oregon,179,14,25,5,3,Personal Auto,Personal L1,Offer2,Branch,859.2,SUV,Medsize
ET10831,Oregon,65,2,85,0,5,Personal Auto,Personal L1,Offer1,Call Center,442.81,Four-Door Car,Medsize
OL72669,Arizona,146,5,84,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,1404.85,SUV,Medsize
BM46418,Nevada,71,11,7,0,1,Personal Auto,Personal L3,Offer2,Branch,253.05,Two-Door Car,Medsize
VD78722,Oregon,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.06,Four-Door Car,Medsize
FL69981,California,110,17,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,528,SUV,Medsize
EG10175,California,97,21,44,0,3,Personal Auto,Personal L3,Offer1,Agent,280.04,Two-Door Car,Large
WS60888,California,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
LM58227,Oregon,67,3,81,3,8,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize
IK49861,Oregon,88,1,66,0,1,Personal Auto,Personal L2,Offer2,Agent,87.14,Two-Door Car,Medsize
RM87465,Arizona,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.99,Four-Door Car,Medsize
BY75330,California,113,26,88,1,2,Personal Auto,Personal L2,Offer1,Agent,377.39,SUV,Small
CF41619,Nevada,61,14,35,1,1,Personal Auto,Personal L3,Offer2,Branch,292.8,Four-Door Car,Small
ZZ54454,Nevada,119,29,38,0,1,Personal Auto,Personal L2,Offer2,Agent,571.2,Two-Door Car,Small
CU84967,California,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.87,SUV,Medsize
UR56056,Oregon,137,30,35,0,3,Personal Auto,Personal L3,Offer3,Agent,41.14,SUV,Medsize
VN30344,California,80,8,44,0,3,Personal Auto,Personal L3,Offer2,Agent,576,Four-Door Car,Small
YE67531,Oregon,117,17,41,1,9,Personal Auto,Personal L3,Offer1,Web,561.6,Sports Car,Medsize
EW67348,Nevada,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize
PD69398,Washington,94,4,10,2,2,Corporate Auto,Corporate L1,Offer2,Call Center,32.01,Four-Door Car,Medsize
YT43943,California,62,3,76,0,1,Personal Auto,Personal L3,Offer2,Agent,297.6,Four-Door Car,Medsize
ON74557,California,122,13,17,0,2,Personal Auto,Personal L2,Offer3,Branch,393.15,SUV,Medsize
JL52508,Oregon,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600,SUV,Medsize
UI62725,Oregon,69,27,14,0,3,Corporate Auto,Corporate L3,Offer2,Agent,331.2,Four-Door Car,Medsize
LO75919,Arizona,76,11,62,0,8,Personal Auto,Personal L3,Offer1,Call Center,339.26,Two-Door Car,Medsize
SM62247,Nevada,212,6,42,3,2,Corporate Auto,Corporate L3,Offer2,Call Center,1272.49,Luxury Car,Medsize
AF20716,Oregon,61,21,57,0,1,Personal Auto,Personal L3,Offer2,Agent,138.59,Two-Door Car,Medsize
LQ22609,Arizona,86,25,35,0,1,Personal Auto,Personal L3,Offer2,Call Center,199.3,Four-Door Car,Medsize
ZP80265,Oregon,62,0,23,0,8,Personal Auto,Personal L3,Offer1,Agent,446.4,Two-Door Car,Large
BO87401,Nevada,118,14,64,0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize
SX20211,Oregon,101,10,1,0,5,Personal Auto,Personal L3,Offer2,Call Center,587.5,Four-Door Car,Medsize
EK61334,California,95,22,17,0,1,Personal Auto,Personal L2,Offer3,Agent,429.66,Four-Door Car,Medsize
QJ49871,Oregon,100,33,13,0,1,Personal Auto,Personal L1,Offer3,Call Center,933.33,SUV,Medsize
OO65445,Oregon,67,25,32,0,1,Personal Auto,Personal L1,Offer1,Call Center,181.34,Four-Door Car,Medsize
WP55297,Washington,70,23,32,0,7,Personal Auto,Personal L1,Offer2,Branch,754.95,Four-Door Car,Large
WY12393,Washington,64,5,65,1,2,Special Auto,Special L1,Offer1,Branch,307.2,Two-Door Car,Medsize
JF32940,Oregon,130,11,65,0,2,Personal Auto,Personal L2,Offer2,Agent,316.42,SUV,Small
WX84274,Oregon,71,10,85,0,3,Corporate Auto,Corporate L3,Offer1,Agent,551.57,Four-Door Car,Small
CW85845,California,69,22,19,0,1,Corporate Auto,Corporate L2,Offer2,Agent,318.04,Four-Door Car,Medsize
IO57824,Arizona,87,25,6,2,1,Personal Auto,Personal L2,Offer2,Web,414.19,Four-Door Car,Medsize
AX86552,California,87,33,53,1,7,Personal Auto,Personal L2,Offer2,Web,624.53,Four-Door Car,Medsize
LM84078,Oregon,117,5,3,0,2,Personal Auto,Personal L2,Offer3,Web,1373.26,SUV,Medsize
GG87344,Oregon,101,30,68,1,1,Personal Auto,Personal L3,Offer3,Agent,275.34,SUV,Medsize
LA35379,Oregon,73,15,7,0,1,Personal Auto,Personal L1,Offer2,Agent,129.27,Four-Door Car,Small
EZ43738,California,68,33,79,0,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
DF49110,Oregon,67,3,83,0,2,Personal Auto,Personal L1,Offer2,Call Center,212.46,Four-Door Car,Medsize
IL32727,California,121,7,69,0,1,Personal Auto,Personal L2,Offer1,Agent,644.27,SUV,Medsize
QV55524,Washington,95,9,15,0,3,Personal Auto,Personal L2,Offer4,Agent,515.93,Four-Door Car,Medsize
EB55390,Oregon,64,35,12,2,1,Special Auto,Special L3,Offer3,Web,162.46,Four-Door Car,Medsize
KB54415,Arizona,68,28,13,0,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large
PG14554,Arizona,115,3,22,0,2,Personal Auto,Personal L2,Offer1,Call Center,552,SUV,Small
QI63521,Nevada,187,14,32,0,2,Personal Auto,Personal L2,Offer1,Branch,897.6,Luxury SUV,Medsize
DC85335,Oregon,61,26,48,4,3,Personal Auto,Personal L2,Offer4,Web,333.31,Four-Door Car,Small
SR26762,California,63,32,27,0,2,Personal Auto,Personal L1,Offer1,Agent,72.83,Four-Door Car,Medsize
UH86550,Oregon,104,19,3,0,1,Personal Auto,Personal L2,Offer3,Branch,413.2,Four-Door Car,Medsize
ON72594,California,97,8,51,0,2,Personal Auto,Personal L2,Offer4,Branch,354.89,Four-Door Car,Medsize
LE28486,Oregon,100,2,44,0,1,Personal Auto,Personal L3,Offer1,Agent,46.32,SUV,Medsize
EJ86526,Oregon,70,17,57,1,4,Corporate Auto,Corporate L2,Offer2,Web,72.69,Four-Door Car,Medsize
DQ92905,Arizona,65,16,3,0,2,Personal Auto,Personal L3,Offer1,Web,312,Four-Door Car,Medsize
JL25091,California,117,9,59,1,1,Special Auto,Special L2,Offer3,Agent,156.45,Four-Door Car,Medsize
HP42153,Washington,64,12,74,0,1,Personal Auto,Personal L3,Offer1,Agent,307.2,Four-Door Car,Medsize
OQ27893,Oregon,74,32,63,0,1,Personal Auto,Personal L3,Offer2,Agent,355.2,Two-Door Car,Medsize
PB31909,California,115,16,89,0,1,Corporate Auto,Corporate L2,Offer1,Agent,828,Four-Door Car,Medsize
AL43715,Nevada,104,10,45,0,6,Personal Auto,Personal L3,Offer4,Agent,203.89,Four-Door Car,Medsize
YA70612,Oregon,74,4,26,0,2,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,Medsize
LO37570,Arizona,77,21,66,0,2,Personal Auto,Personal L3,Offer3,Agent,369.6,Four-Door Car,Medsize
XC83045,Nevada,222,28,57,0,3,Personal Auto,Personal L2,Offer1,Call Center,1065.6,Luxury SUV,Small
NC47038,Arizona,110,3,64,0,8,Personal Auto,Personal L2,Offer2,Agent,771.4,SUV,Medsize
DS31990,Oregon,71,12,55,0,3,Personal Auto,Personal L3,Offer2,Call Center,150.88,Two-Door Car,Large
CR99369,Arizona,69,22,0,2,7,Corporate Auto,Corporate L3,Offer1,Agent,183.6,Four-Door Car,Large
RE68901,Washington,71,24,84,0,3,Corporate Auto,Corporate L3,Offer1,Branch,340.8,Four-Door Car,Small
VQ97965,Oregon,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.49,Four-Door Car,Medsize
ZK83518,California,67,28,22,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
EJ77557,California,91,22,85,0,9,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,Medsize
QJ62033,Arizona,71,20,4,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.2,Four-Door Car,Medsize
OH23652,Oregon,122,3,73,0,1,Personal Auto,Personal L2,Offer1,Agent,585.6,SUV,Medsize
NE51159,Oregon,94,17,20,0,6,Personal Auto,Personal L2,Offer2,Branch,658.13,Four-Door Car,Small
GU56606,Nevada,77,7,17,0,3,Personal Auto,Personal L1,Offer2,Branch,369.6,Two-Door Car,Medsize
HR28499,California,98,5,46,0,1,Personal Auto,Personal L1,Offer2,Agent,105.66,Two-Door Car,Medsize
VK92827,California,67,23,44,0,3,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Small
DZ85842,California,72,14,53,0,2,Personal Auto,Personal L1,Offer1,Branch,424.38,Four-Door Car,Medsize
HX87528,California,92,29,12,0,1,Personal Auto,Personal L2,Offer1,Agent,299.45,Four-Door Car,Medsize
FJ57446,Oregon,108,3,3,0,7,Personal Auto,Personal L2,Offer3,Agent,741.85,SUV,Small
GU91528,Oregon,61,34,11,2,3,Personal Auto,Personal L1,Offer1,Web,292.8,Two-Door Car,Small
LR92373,Nevada,72,10,67,1,1,Personal Auto,Personal L2,Offer1,Branch,315.7,Four-Door Car,Medsize
LC90366,Nevada,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
UI36597,Oregon,131,33,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,870.63,SUV,Small
MD33155,California,66,13,59,0,1,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize
MB20764,Oregon,252,31,10,0,3,Corporate Auto,Corporate L2,Offer4,Branch,1814.4,Luxury SUV,Medsize
JA76884,California,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.91,Two-Door Car,Medsize
BQ32117,California,105,3,56,0,2,Personal Auto,Personal L1,Offer1,Agent,504,SUV,Large
ZM45168,Oregon,65,20,72,0,1,Personal Auto,Personal L2,Offer1,Branch,423.82,Four-Door Car,Medsize
BE25221,Arizona,82,35,51,0,9,Corporate Auto,Corporate L3,Offer1,Agent,473.27,Four-Door Car,Medsize
II92123,Oregon,79,4,35,0,2,Personal Auto,Personal L2,Offer2,Agent,2.82,Two-Door Car,Medsize
PN35535,California,115,8,22,0,1,Personal Auto,Personal L1,Offer2,Web,552,SUV,Medsize
EI17022,Washington,115,2,75,0,2,Corporate Auto,Corporate L3,Offer1,Branch,828,SUV,Medsize
OH41318,Washington,131,26,77,2,2,Personal Auto,Personal L3,Offer3,Web,704.34,SUV,Medsize
ER52041,California,90,19,91,0,1,Personal Auto,Personal L3,Offer1,Call Center,659.44,Four-Door Car,Medsize
PY57181,Oregon,86,9,83,1,2,Personal Auto,Personal L3,Offer2,Call Center,412.8,Four-Door Car,Medsize
CY12922,Arizona,73,8,19,0,1,Personal Auto,Personal L2,Offer2,Web,525.6,Four-Door Car,Small
YV85096,Oregon,65,3,77,0,8,Corporate Auto,Corporate L2,Offer1,Branch,176.29,Four-Door Car,Medsize
DG34434,California,66,15,66,0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.7,Two-Door Car,Medsize
DL14445,California,96,29,5,0,2,Personal Auto,Personal L2,Offer3,Branch,949.95,Four-Door Car,Small
QL80621,Oregon,62,6,2,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Four-Door Car,Medsize
NY57065,California,71,14,9,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,251.78,Two-Door Car,Small
EO17010,California,119,15,18,0,1,Personal Auto,Personal L3,Offer3,Agent,444.17,SUV,Large
LC47479,Oregon,239,10,20,0,2,Personal Auto,Personal L2,Offer3,Branch,1147.2,Luxury Car,Small
GB92679,Nevada,103,25,27,0,6,Personal Auto,Personal L1,Offer1,Agent,34.02,Four-Door Car,Medsize
VQ78876,Oregon,116,24,11,0,1,Corporate Auto,Corporate L3,Offer1,Branch,43.16,SUV,Medsize
YQ24856,California,66,18,21,0,2,Corporate Auto,Corporate L2,Offer2,Web,478.51,Two-Door Car,Medsize
XV11038,California,122,20,94,0,3,Personal Auto,Personal L2,Offer2,Branch,585.6,Sports Car,Medsize
MG88768,California,62,5,12,0,9,Corporate Auto,Corporate L3,Offer2,Branch,72.1,Four-Door Car,Medsize
RN36393,California,100,4,22,1,2,Personal Auto,Personal L2,Offer2,Call Center,480,SUV,Medsize
BU59722,Washington,68,28,23,1,9,Personal Auto,Personal L2,Offer3,Web,326.4,Four-Door Car,Medsize
JD86991,Oregon,63,10,26,0,3,Personal Auto,Personal L3,Offer3,Call Center,246.69,Two-Door Car,Medsize
QM60216,Oregon,226,11,0,0,1,Personal Auto,Personal L3,Offer1,Agent,1084.8,Luxury Car,Medsize
NJ43658,California,198,4,51,0,2,Corporate Auto,Corporate L1,Offer1,Agent,1505.23,Luxury SUV,Large
GL34504,California,115,29,41,4,3,Personal Auto,Personal L3,Offer2,Branch,552,Four-Door Car,Small
YX51934,California,61,10,14,0,5,Personal Auto,Personal L2,Offer3,Call Center,231.52,Four-Door Car,Medsize
FO83170,California,72,0,31,0,1,Personal Auto,Personal L1,Offer4,Agent,154.99,Four-Door Car,Medsize
JW33458,California,70,7,94,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,245.59,Four-Door Car,Medsize
JP10227,California,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Medsize
HX90683,California,62,26,81,0,1,Personal Auto,Personal L2,Offer2,Agent,208.6,Four-Door Car,Medsize
UC19334,California,126,25,9,1,1,Corporate Auto,Corporate L3,Offer3,Agent,604.8,SUV,Medsize
ED61615,California,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small
CB78049,California,92,12,6,4,1,Personal Auto,Personal L2,Offer4,Branch,178.84,Four-Door Car,Medsize
OS70004,California,193,4,35,0,1,Personal Auto,Personal L3,Offer1,Branch,926.4,SUV,Medsize
SM67119,California,62,19,69,0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large
RO77709,California,100,29,3,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,462.75,SUV,Small
QT27514,California,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small
ZT53375,California,68,16,1,0,7,Personal Auto,Personal L2,Offer1,Branch,257.71,Two-Door Car,Medsize
LB35863,California,103,1,51,0,3,Personal Auto,Personal L1,Offer2,Agent,494.4,SUV,Small
JL95389,California,194,26,80,0,7,Corporate Auto,Corporate L3,Offer1,Agent,1121.63,Luxury Car,Medsize
MF30956,California,112,16,70,0,8,Corporate Auto,Corporate L2,Offer1,Web,270.23,SUV,Medsize
FD36230,California,72,25,21,3,2,Personal Auto,Personal L2,Offer2,Agent,43.42,Four-Door Car,Medsize
OE75629,California,71,26,62,1,1,Corporate Auto,Corporate L3,Offer1,Web,340.8,Four-Door Car,Medsize
VV97308,California,63,23,41,0,2,Personal Auto,Personal L2,Offer4,Agent,302.4,Four-Door Car,Medsize
LU17507,California,180,11,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,864,Luxury SUV,Medsize
TW11115,California,65,20,23,0,1,Personal Auto,Personal L3,Offer1,Agent,296.85,Two-Door Car,Large
ND42562,California,127,29,25,0,4,Personal Auto,Personal L3,Offer2,Call Center,1176.29,Sports Car,Large
FZ29605,California,67,4,99,0,1,Corporate Auto,Corporate L1,Offer3,Web,482.4,Four-Door Car,Small
SC30127,California,82,18,18,0,2,Personal Auto,Personal L3,Offer3,Agent,548.06,Two-Door Car,Medsize
HI26883,California,95,11,23,0,5,Personal Auto,Personal L2,Offer1,Branch,684,Two-Door Car,Medsize
EW15755,California,122,8,53,0,8,Personal Auto,Personal L1,Offer1,Agent,96.01,SUV,Medsize
GH48839,California,66,13,43,0,2,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize
IX46908,California,71,15,98,0,3,Corporate Auto,Corporate L2,Offer2,Branch,340.8,Four-Door Car,Large
OO89057,California,99,7,55,0,1,Personal Auto,Personal L2,Offer2,Branch,5.66,Four-Door Car,Medsize
LX95134,California,90,25,60,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,512.82,Four-Door Car,Medsize
CX89767,California,61,9,73,4,3,Personal Auto,Personal L2,Offer2,Call Center,197.07,Four-Door Car,Large
DI45039,California,69,19,95,0,1,Personal Auto,Personal L2,Offer4,Web,48.96,Two-Door Car,Medsize
AI14767,California,114,13,57,0,2,Personal Auto,Personal L3,Offer4,Call Center,547.2,SUV,Small
OJ38536,California,112,2,51,0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Medsize
TI90592,California,93,3,36,0,3,Corporate Auto,Corporate L1,Offer1,Agent,240.82,Four-Door Car,Medsize
UN63889,California,66,11,15,0,1,Personal Auto,Personal L3,Offer3,Call Center,235.17,Two-Door Car,Medsize
FZ94690,California,84,8,23,0,2,Personal Auto,Personal L2,Offer2,Branch,1008.04,Four-Door Car,Small
TL60066,California,65,16,93,0,1,Personal Auto,Personal L1,Offer1,Branch,572.07,Four-Door Car,Medsize
OL61964,California,65,21,61,0,6,Corporate Auto,Corporate L3,Offer1,Agent,176.74,Four-Door Car,Medsize
DN77617,California,74,8,18,0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.72,Four-Door Car,Medsize
BV12771,California,112,23,20,0,2,Personal Auto,Personal L2,Offer3,Branch,537.6,SUV,Medsize
NA14154,California,64,14,92,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,218.49,Two-Door Car,Medsize
ZO54248,California,77,13,19,0,1,Personal Auto,Personal L2,Offer2,Call Center,43.96,Four-Door Car,Medsize
CW13886,California,72,8,5,1,2,Personal Auto,Personal L2,Offer2,Call Center,223.73,Four-Door Car,Medsize
TT63451,California,74,24,60,0,2,Personal Auto,Personal L3,Offer4,Branch,355.2,Four-Door Car,Medsize
OW54561,California,103,30,13,2,1,Personal Auto,Personal L3,Offer3,Web,741.6,Sports Car,Small
EE34821,California,74,6,92,0,2,Corporate Auto,Corporate L1,Offer1,Web,355.2,Two-Door Car,Large
ZB85648,California,85,10,38,0,2,Personal Auto,Personal L3,Offer4,Web,329.42,Two-Door Car,Medsize
IE57921,California,124,28,49,0,1,Personal Auto,Personal L2,Offer2,Agent,839.35,SUV,Small
OY47486,California,67,12,40,0,9,Personal Auto,Personal L1,Offer2,Call Center,151.5,Two-Door Car,Medsize
LV51815,California,74,14,45,1,1,Corporate Auto,Corporate L3,Offer1,Branch,227.8,Four-Door Car,Medsize
VU99672,California,96,10,77,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.12,Four-Door Car,Large
SN69015,California,81,10,57,0,3,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Medsize
UO54843,California,67,16,66,0,3,Corporate Auto,Corporate L3,Offer2,Web,130.14,Four-Door Car,Medsize
ES34753,California,132,17,31,0,1,Personal Auto,Personal L2,Offer1,Agent,633.6,SUV,Medsize
KE91683,California,103,7,12,0,3,Personal Auto,Personal L2,Offer1,Agent,40.84,SUV,Medsize
YU23754,California,65,3,51,0,4,Personal Auto,Personal L3,Offer2,Branch,280.35,Four-Door Car,Medsize
AS77287,California,107,20,60,0,3,Personal Auto,Personal L3,Offer1,Agent,954.69,Sports Car,Medsize
PD36660,California,109,3,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,328.5,Sports Car,Medsize
BQ20851,California,104,31,4,0,9,Personal Auto,Personal L3,Offer1,Agent,497.68,SUV,Medsize
PW91494,California,64,25,96,1,2,Personal Auto,Personal L2,Offer2,Branch,307.2,Two-Door Car,Medsize
NZ83890,California,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93.7,Two-Door Car,Medsize
QV24282,California,69,19,60,0,5,Corporate Auto,Corporate L3,Offer1,Branch,242.13,Four-Door Car,Medsize
YF67162,California,61,12,1,0,1,Corporate Auto,Corporate L2,Offer3,Agent,292.8,Four-Door Car,Medsize
YE20366,California,65,16,4,0,2,Personal Auto,Personal L2,Offer1,Agent,402.78,Four-Door Car,Medsize
PN77420,California,70,21,52,0,9,Corporate Auto,Corporate L3,Offer3,Agent,498.61,Four-Door Car,Medsize
CF26207,California,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
WH24638,California,90,4,65,0,4,Personal Auto,Personal L2,Offer3,Agent,250.96,Four-Door Car,Medsize
YQ16427,California,64,26,17,0,1,Personal Auto,Personal L3,Offer2,Web,360.22,Four-Door Car,Large
AZ90068,California,73,12,9,4,2,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize
PL59209,California,73,2,38,3,2,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize
VK93542,California,109,4,33,0,8,Personal Auto,Personal L3,Offer3,Branch,784.8,SUV,Medsize
NE70589,California,117,24,90,0,2,Personal Auto,Personal L2,Offer1,Branch,809.04,SUV,Medsize
AT52647,California,113,35,29,0,1,Personal Auto,Personal L1,Offer2,Call Center,1305.28,SUV,Medsize
CW38361,California,110,6,71,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,223.91,SUV,Small
BZ92811,California,148,15,10,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,840.23,SUV,Medsize
ON68006,California,70,4,38,0,3,Personal Auto,Personal L2,Offer1,Agent,419.19,Four-Door Car,Medsize
VG58889,California,66,9,3,0,5,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Large
MI42935,California,83,0,12,0,7,Personal Auto,Personal L2,Offer3,Call Center,597.6,Four-Door Car,Medsize
OS21957,California,112,4,48,0,8,Personal Auto,Personal L2,Offer4,Call Center,168.9,SUV,Small
JG21385,California,84,33,20,0,2,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize
CT62892,California,107,28,14,0,7,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Small
IE97795,California,87,0,4,0,5,Corporate Auto,Corporate L1,Offer3,Agent,485.01,Four-Door Car,Small
DM59629,California,81,24,50,0,4,Personal Auto,Personal L3,Offer3,Agent,388.8,Two-Door Car,Small
SH48087,California,88,0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize
WG93963,California,218,23,99,0,1,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury SUV,Small
OQ88395,California,111,13,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22,SUV,Medsize
XH46220,California,94,14,38,1,1,Corporate Auto,Corporate L2,Offer2,Call Center,19.58,Two-Door Car,Large
BK61065,California,68,31,30,1,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small
UD87700,California,108,19,97,0,9,Corporate Auto,Corporate L3,Offer1,Agent,1260.46,SUV,Large
CO19402,California,109,1,62,0,2,Personal Auto,Personal L2,Offer3,Agent,74.93,SUV,Medsize
KJ29915,California,66,15,66,0,8,Personal Auto,Personal L2,Offer1,Agent,456.7,Two-Door Car,Medsize
JX52708,California,63,22,3,0,3,Personal Auto,Personal L3,Offer2,Call Center,302.4,Two-Door Car,Medsize
OT42923,California,70,32,68,0,1,Personal Auto,Personal L3,Offer2,Agent,336,Four-Door Car,Medsize
DL34364,California,77,15,12,0,1,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large
WX16610,California,72,27,34,0,3,Personal Auto,Personal L3,Offer2,Branch,207.9,Four-Door Car,Medsize
NH76558,California,71,2,19,0,8,Personal Auto,Personal L2,Offer2,Branch,107.33,Two-Door Car,Medsize
SQ14756,California,61,11,74,1,1,Personal Auto,Personal L1,Offer1,Branch,292.8,Four-Door Car,Medsize
EP64069,California,64,2,66,0,9,Corporate Auto,Corporate L3,Offer3,Web,272.65,Four-Door Car,Medsize
IS63817,California,76,15,60,1,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize
UC83161,California,152,14,98,0,1,Personal Auto,Personal L2,Offer3,Web,136.22,SUV,Medsize
DL45122,California,84,24,78,0,1,Corporate Auto,Corporate L3,Offer2,Agent,498.93,Four-Door Car,Small
KB90953,California,123,21,42,0,2,Personal Auto,Personal L2,Offer2,Branch,587.39,Sports Car,Medsize
EX72956,California,64,7,61,0,6,Personal Auto,Personal L2,Offer3,Branch,101.42,Two-Door Car,Large
YN15016,California,68,35,98,2,9,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Medsize
GW56797,California,87,24,53,0,2,Personal Auto,Personal L3,Offer4,Branch,626.4,Four-Door Car,Medsize
QR57842,California,129,2,31,0,7,Corporate Auto,Corporate L1,Offer4,Branch,825.42,SUV,Medsize
TB53616,California,101,3,43,1,2,Personal Auto,Personal L3,Offer1,Branch,523.82,SUV,Medsize
JN10602,California,67,12,44,0,2,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Large
VI94769,California,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.86,Four-Door Car,Medsize
